loc_rowid,pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_masse,sy_dist
7117,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7118,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7119,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7120,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7121,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7122,Kepler-1199 b,1,1,Transit,2016,Kepler,,563.4930000
7123,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7124,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7125,Kepler-12 b,1,1,Transit,2011,Kepler,136.66690,881.3860000
7126,Kepler-12 b,1,1,Transit,2011,Kepler,137.62039,881.3860000
7127,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7128,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7129,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7130,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7131,Kepler-12 b,1,1,Transit,2011,Kepler,137.30256,881.3860000
7132,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7133,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7134,Kepler-12 b,1,1,Transit,2011,Kepler,136.97900,881.3860000
7135,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7136,Kepler-12 b,1,1,Transit,2011,Kepler,,881.3860000
7137,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7138,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7139,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7140,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7141,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7142,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7143,Kepler-120 b,1,2,Transit,2014,Kepler,8.50000,388.6300000
7144,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7145,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7146,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7147,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7148,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7149,Kepler-120 b,1,2,Transit,2014,Kepler,,388.6300000
7150,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7151,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7152,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7153,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7154,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7155,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7156,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7157,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7158,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7159,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7160,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7161,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7162,Kepler-120 c,1,2,Transit,2014,Kepler,,388.6300000
7163,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7164,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7165,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7166,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7167,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7168,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7169,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7170,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7171,Kepler-1200 b,1,1,Transit,2016,Kepler,,588.7150000
7172,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7173,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7174,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7175,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7176,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7177,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7178,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7179,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7180,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7181,Kepler-1201 b,1,1,Transit,2016,Kepler,,944.2410000
7182,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7183,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7184,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7185,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7186,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7187,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7188,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7189,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7190,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7191,Kepler-1202 b,1,1,Transit,2016,Kepler,,1175.3800000
7192,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7193,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7194,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7195,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7196,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7197,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7198,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7199,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7200,Kepler-1203 b,1,1,Transit,2016,Kepler,,317.0220000
7201,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7202,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7203,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7204,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7205,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7206,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7207,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7208,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7209,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7210,Kepler-1204 b,1,1,Transit,2016,Kepler,,1175.2200000
7211,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7212,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7213,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7214,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7215,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7216,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7217,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7218,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7219,Kepler-1205 b,1,1,Transit,2016,Kepler,,698.4850000
7220,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7221,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7222,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7223,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7224,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7225,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7226,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7227,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7228,Kepler-1206 b,1,1,Transit,2016,Kepler,,762.0190000
7229,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7230,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7231,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7232,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7233,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7234,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7235,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7236,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7237,Kepler-1207 b,1,1,Transit,2016,Kepler,,1754.1900000
7238,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7239,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7240,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7241,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7242,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7243,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7244,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7245,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7246,Kepler-1208 b,1,1,Transit,2016,Kepler,,825.1760000
7247,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7248,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7249,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7250,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7251,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7252,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7253,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7254,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7255,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7256,Kepler-1209 b,1,1,Transit,2016,Kepler,,505.5310000
7257,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7258,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7259,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7260,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7261,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7262,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7263,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7264,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7265,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7266,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7267,Kepler-121 b,1,2,Transit,2014,Kepler,,510.5230000
7268,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7269,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7270,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7271,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7272,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7273,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7274,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7275,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7276,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7277,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7278,Kepler-121 c,1,2,Transit,2014,Kepler,,510.5230000
7279,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7280,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7281,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7282,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7283,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7284,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7285,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7286,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7287,Kepler-1210 b,1,1,Transit,2016,Kepler,,1176.5300000
7288,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7289,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7290,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7291,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7292,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7293,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7294,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7295,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7296,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7297,Kepler-1211 b,1,1,Transit,2016,Kepler,,1826.5300000
7298,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7299,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7300,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7301,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7302,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7303,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7304,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7305,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7306,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7307,Kepler-1212 b,1,1,Transit,2016,Kepler,,1316.5700000
7308,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7309,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7310,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7311,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7312,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7313,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7314,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7315,Kepler-1213 b,1,1,Transit,2016,Kepler,,807.8120000
7316,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7317,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7318,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7319,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7320,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7321,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7322,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7323,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7324,Kepler-1214 b,1,1,Transit,2016,Kepler,,729.2270000
7325,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7326,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7327,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7328,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7329,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7330,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7331,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7332,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7333,Kepler-1215 b,1,1,Transit,2016,Kepler,,661.0220000
7334,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7335,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7336,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7337,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7338,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7339,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7340,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7341,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7342,Kepler-1216 b,1,1,Transit,2016,Kepler,,1258.3600000
7343,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7344,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7345,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7346,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7347,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7348,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7349,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7350,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7351,Kepler-1217 b,1,1,Transit,2016,Kepler,,1347.7100000
7352,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7353,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7354,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7355,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7356,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7357,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7358,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7359,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7360,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7361,Kepler-1218 b,1,1,Transit,2016,Kepler,,840.5030000
7362,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7363,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7364,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7365,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7366,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7367,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7368,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7369,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7370,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7371,Kepler-1219 b,1,1,Transit,2016,Kepler,,880.8950000
7372,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7373,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7374,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7375,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7376,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7377,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7378,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7379,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7380,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7381,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7382,Kepler-122 b,1,5,Transit,2014,Kepler,,1027.4500000
7383,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7384,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7385,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7386,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7387,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7388,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7389,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7390,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7391,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7392,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7393,Kepler-122 c,1,5,Transit,2014,Kepler,,1027.4500000
7394,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7395,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7396,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7397,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7398,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7399,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7400,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7401,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7402,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7403,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7404,Kepler-122 d,1,5,Transit,2014,Kepler,,1027.4500000
7405,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7406,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7407,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7408,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7409,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7410,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7411,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7412,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7413,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7414,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7415,Kepler-122 e,1,5,Transit,2014,Kepler,,1027.4500000
7416,Kepler-122 e,1,5,Transit,2014,Kepler,27.70000,1027.4500000
7417,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7418,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7419,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,36.00000,1027.4500000
7420,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7421,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7422,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7423,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7424,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7425,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7426,Kepler-122 f,1,5,Transit Timing Variations,2014,Kepler,,1027.4500000
7427,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7428,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7429,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7430,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7431,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7432,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7433,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7434,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7435,Kepler-1220 b,1,1,Transit,2016,Kepler,,961.9070000
7436,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7437,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7438,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7439,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7440,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7441,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7442,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7443,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7444,Kepler-1221 b,1,1,Transit,2016,Kepler,,913.6500000
7445,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7446,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7447,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7448,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7449,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7450,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7451,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7452,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7453,Kepler-1222 b,1,1,Transit,2016,Kepler,,415.2180000
7454,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7455,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7456,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7457,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7458,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7459,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7460,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7461,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7462,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7463,Kepler-1223 b,1,1,Transit,2016,Kepler,,459.9570000
7464,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7465,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7466,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7467,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7468,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7469,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7470,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7471,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7472,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7473,Kepler-1224 b,1,1,Transit,2016,Kepler,,559.5980000
7474,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7475,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7476,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7477,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7478,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7479,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7480,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7481,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7482,Kepler-1225 b,1,1,Transit,2016,Kepler,,1347.5200000
7483,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7484,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7485,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7486,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7487,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7488,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7489,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7490,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7491,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7492,Kepler-1226 b,1,1,Transit,2016,Kepler,,1125.7200000
7493,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7494,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7495,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7496,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7497,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7498,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7499,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
7500,Kepler-1227 b,1,1,Transit,2016,Kepler,,623.7060000
