loc_rowid,pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_masse,sy_dist
19036,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19037,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19038,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19039,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19040,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19041,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19042,Kepler-358 c,1,2,Transit,2014,Kepler,,1101.1000000
19043,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19044,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19045,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19046,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19047,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19048,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19049,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19050,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19051,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19052,Kepler-359 b,1,3,Transit,2014,Kepler,,1443.2100000
19053,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19054,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19055,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19056,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19057,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19058,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19059,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19060,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19061,Kepler-359 c,1,3,Transit,2014,Kepler,2.90000,1443.2100000
19062,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19063,Kepler-359 c,1,3,Transit,2014,Kepler,,1443.2100000
19064,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19065,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19066,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19067,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19068,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19069,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19070,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19071,Kepler-359 d,1,3,Transit,2014,Kepler,,1443.2100000
19072,Kepler-359 d,1,3,Transit,2014,Kepler,2.70000,1443.2100000
19073,Kepler-36 b,1,2,Transit,2012,Kepler,4.45000,527.9560000
19074,Kepler-36 b,1,2,Transit,2012,Kepler,3.90000,527.9560000
19075,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19076,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19077,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19078,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19079,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19080,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19081,Kepler-36 b,1,2,Transit,2012,Kepler,3.83000,527.9560000
19082,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19083,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19084,Kepler-36 b,1,2,Transit,2012,Kepler,5.56000,527.9560000
19085,Kepler-36 b,1,2,Transit,2012,Kepler,,527.9560000
19086,Kepler-36 c,1,2,Transit,2012,Kepler,8.08000,527.9560000
19087,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19088,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19089,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19090,Kepler-36 c,1,2,Transit,2012,Kepler,9.61000,527.9560000
19091,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19092,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19093,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19094,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19095,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19096,Kepler-36 c,1,2,Transit,2012,Kepler,,527.9560000
19097,Kepler-36 c,1,2,Transit,2012,Kepler,7.13000,527.9560000
19098,Kepler-36 c,1,2,Transit,2012,Kepler,7.50000,527.9560000
19099,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19100,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19101,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19102,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19103,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19104,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19105,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19106,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19107,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19108,Kepler-360 b,1,2,Transit,2014,Kepler,,876.0440000
19109,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19110,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19111,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19112,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19113,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19114,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19115,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19116,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19117,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19118,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19119,Kepler-360 c,1,2,Transit,2014,Kepler,,876.0440000
19120,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19121,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19122,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19123,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19124,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19125,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19126,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19127,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19128,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19129,Kepler-361 b,1,2,Transit,2014,Kepler,,930.3200000
19130,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19131,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19132,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19133,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19134,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19135,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19136,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19137,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19138,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19139,Kepler-361 c,1,2,Transit,2014,Kepler,,930.3200000
19140,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19141,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19142,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19143,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19144,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19145,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19146,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19147,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19148,Kepler-362 b,1,2,Transit,2014,Kepler,,1090.5100000
19149,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19150,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19151,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19152,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19153,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19154,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19155,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19156,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19157,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19158,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19159,Kepler-362 c,1,2,Transit,2014,Kepler,,1090.5100000
19160,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19161,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19162,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19163,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19164,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19165,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19166,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19167,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19168,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19169,Kepler-363 b,1,3,Transit,2014,Kepler,,762.5960000
19170,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19171,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19172,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19173,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19174,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19175,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19176,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19177,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19178,Kepler-363 c,1,3,Transit,2014,Kepler,66.40000,762.5960000
19179,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19180,Kepler-363 c,1,3,Transit,2014,Kepler,,762.5960000
19181,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19182,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19183,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19184,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19185,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19186,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19187,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19188,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19189,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19190,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19191,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19192,Kepler-363 d,1,3,Transit,2014,Kepler,,762.5960000
19193,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19194,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19195,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19196,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19197,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19198,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19199,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19200,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19201,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19202,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19203,Kepler-364 b,1,2,Transit,2014,Kepler,,891.4620000
19204,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19205,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19206,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19207,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19208,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19209,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19210,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19211,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19212,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19213,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19214,Kepler-364 c,1,2,Transit,2014,Kepler,,891.4620000
19215,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19216,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19217,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19218,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19219,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19220,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19221,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19222,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19223,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19224,Kepler-365 b,1,2,Transit,2014,Kepler,,1038.9900000
19225,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19226,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19227,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19228,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19229,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19230,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19231,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19232,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19233,Kepler-365 c,1,2,Transit,2014,Kepler,,1038.9900000
19234,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19235,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19236,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19237,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19238,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19239,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19240,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19241,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19242,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19243,Kepler-366 b,1,2,Transit,2014,Kepler,,1856.2800000
19244,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19245,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19246,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19247,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19248,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19249,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19250,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19251,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19252,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19253,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19254,Kepler-366 c,1,2,Transit,2014,Kepler,,1856.2800000
19255,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19256,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19257,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19258,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19259,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19260,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19261,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19262,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19263,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19264,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19265,Kepler-367 b,1,2,Transit,2014,Kepler,,188.0270000
19266,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19267,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19268,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19269,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19270,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19271,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19272,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19273,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19274,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19275,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19276,Kepler-367 c,1,2,Transit,2014,Kepler,,188.0270000
19277,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19278,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19279,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19280,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19281,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19282,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19283,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19284,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19285,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19286,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19287,Kepler-368 b,1,2,Transit,2014,Kepler,,770.9780000
19288,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19289,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19290,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19291,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19292,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19293,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19294,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19295,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19296,Kepler-368 c,1,2,Transit,2014,Kepler,,770.9780000
19297,Kepler-369 b,1,2,Transit,2014,Kepler,,
19298,Kepler-369 b,1,2,Transit,2014,Kepler,,
19299,Kepler-369 b,1,2,Transit,2014,Kepler,,
19300,Kepler-369 b,1,2,Transit,2014,Kepler,,
19301,Kepler-369 b,1,2,Transit,2014,Kepler,,
19302,Kepler-369 b,1,2,Transit,2014,Kepler,,
19303,Kepler-369 b,1,2,Transit,2014,Kepler,,
19304,Kepler-369 b,1,2,Transit,2014,Kepler,,
19305,Kepler-369 b,1,2,Transit,2014,Kepler,,
19306,Kepler-369 b,1,2,Transit,2014,Kepler,,
19307,Kepler-369 b,1,2,Transit,2014,Kepler,,
19308,Kepler-369 b,1,2,Transit,2014,Kepler,,
19309,Kepler-369 c,1,2,Transit,2014,Kepler,,
19310,Kepler-369 c,1,2,Transit,2014,Kepler,,
19311,Kepler-369 c,1,2,Transit,2014,Kepler,,
19312,Kepler-369 c,1,2,Transit,2014,Kepler,,
19313,Kepler-369 c,1,2,Transit,2014,Kepler,,
19314,Kepler-369 c,1,2,Transit,2014,Kepler,,
19315,Kepler-369 c,1,2,Transit,2014,Kepler,,
19316,Kepler-369 c,1,2,Transit,2014,Kepler,,
19317,Kepler-369 c,1,2,Transit,2014,Kepler,,
19318,Kepler-369 c,1,2,Transit,2014,Kepler,,
19319,Kepler-369 c,1,2,Transit,2014,Kepler,,
19320,Kepler-369 c,1,2,Transit,2014,Kepler,,
19321,Kepler-369 c,1,2,Transit,2014,Kepler,,
19322,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19323,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19324,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19325,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19326,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19327,Kepler-37 b,1,4,Transit,2013,Kepler,10.00000,63.9207000
19328,Kepler-37 b,1,4,Transit,2013,Kepler,3.17830,63.9207000
19329,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19330,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19331,Kepler-37 b,1,4,Transit,2013,Kepler,,63.9207000
19332,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19333,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19334,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19335,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19336,Kepler-37 c,1,4,Transit,2013,Kepler,12.00000,63.9207000
19337,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19338,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19339,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19340,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19341,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19342,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19343,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19344,Kepler-37 c,1,4,Transit,2013,Kepler,,63.9207000
19345,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19346,Kepler-37 d,1,4,Transit,2013,Kepler,62.50000,63.9207000
19347,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19348,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19349,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19350,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19351,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19352,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19353,Kepler-37 d,1,4,Transit,2013,Kepler,12.20000,63.9207000
19354,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19355,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19356,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19357,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19358,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19359,Kepler-37 d,1,4,Transit,2013,Kepler,,63.9207000
19360,Kepler-37 e,1,4,Transit Timing Variations,2014,Kepler,,63.9207000
19361,Kepler-37 e,1,4,Transit Timing Variations,2014,Kepler,,63.9207000
19362,Kepler-37 e,1,4,Transit Timing Variations,2014,Kepler,,63.9207000
19363,Kepler-37 e,1,4,Transit Timing Variations,2014,Kepler,,63.9207000
19364,Kepler-37 e,1,4,Transit Timing Variations,2014,Kepler,,63.9207000
19365,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19366,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19367,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19368,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19369,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19370,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19371,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19372,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19373,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19374,Kepler-370 b,1,2,Transit,2014,Kepler,,1167.9400000
19375,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19376,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19377,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19378,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19379,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19380,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19381,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19382,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19383,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19384,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19385,Kepler-370 c,1,2,Transit,2014,Kepler,,1167.9400000
19386,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19387,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19388,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19389,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19390,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19391,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19392,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19393,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19394,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19395,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19396,Kepler-371 b,1,2,Transit,2014,Kepler,,813.1920000
19397,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19398,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19399,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19400,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19401,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19402,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19403,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19404,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19405,Kepler-371 c,1,2,Transit,2014,Kepler,,813.1920000
19406,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19407,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19408,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19409,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19410,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19411,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19412,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19413,Kepler-372 b,1,3,Transit,2014,Kepler,,1493.9500000
19414,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19415,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19416,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19417,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19418,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19419,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19420,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19421,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19422,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19423,Kepler-372 c,1,3,Transit,2014,Kepler,,1493.9500000
19424,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19425,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19426,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19427,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19428,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19429,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
19430,Kepler-372 d,1,3,Transit,2014,Kepler,,1493.9500000
